,movieId,title,genres,class
5589,8892,Basket Case 3: The Progeny (1992),Comedy|Horror,Средний рейтинг
5590,8893,Basket Case 2 (1990),Comedy|Horror,Высокий рейтинг
5591,8899,Hardcore (1979),Drama,Средний рейтинг
5592,8903,"Terror, The (1963)",Horror|Mystery,Средний рейтинг
5593,8906,Cannibal Holocaust (1980),Horror,Средний рейтинг
5594,8907,Shark Tale (2004),Animation|Children|Comedy,Средний рейтинг
5595,8908,Ladder 49 (2004),Action|Drama|Thriller,Средний рейтинг
5596,8910,I Heart Huckabees (2004),Comedy,Средний рейтинг
5597,8911,Raise Your Voice (2004),Romance,Средний рейтинг
5598,8914,Primer (2004),Drama|Sci-Fi,Средний рейтинг
5599,8915,Stage Beauty (2004),Drama,Низкий рейтинг
5600,8916,Shall We Dance? (2004),Comedy|Romance,Средний рейтинг
5601,8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy,Средний рейтинг
5602,8918,Eulogy (2004),Comedy|Crime|Drama,Средний рейтинг
5603,8920,"Country Girl, The (1954)",Drama,Средний рейтинг
5604,8921,"Rose Tattoo, The (1955)",Drama|Romance,Средний рейтинг
5605,8923,Tess (1979),Drama|Romance,Высокий рейтинг
5606,8927,Cannonball (1976),Action|Comedy|Drama,Средний рейтинг
5607,8928,"Fearless Vampire Killers, The (1967)",Comedy|Horror,Средний рейтинг
5608,8929,Black Beauty (1971),Children|Drama,Средний рейтинг
5609,8930,"Five Obstructions, The (Fem benspænd, De) (2003)",Documentary,Средний рейтинг
5610,8931,Born Rich (2003),Documentary,Средний рейтинг
5611,8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",Comedy|Drama,Высокий рейтинг
5612,8935,All I Want for Christmas (1991),Children|Comedy|Romance,Низкий рейтинг
5613,8937,Friday Night Lights (2004),Action|Drama,Высокий рейтинг
5614,8938,Tarnation (2003),Documentary,Высокий рейтинг
5615,8943,Being Julia (2004),Comedy|Drama,Средний рейтинг
5616,8946,Surviving Christmas (2004),Comedy,Средний рейтинг
5617,8947,"Grudge, The (2004)",Horror|Mystery|Thriller,Средний рейтинг
5618,8948,Alfie (2004),Comedy|Drama|Romance,Средний рейтинг
5619,8949,Sideways (2004),Comedy|Drama|Romance,Средний рейтинг
5620,8950,The Machinist (2004),Drama|Mystery|Thriller,Средний рейтинг
5621,8951,Vera Drake (2004),Drama,Средний рейтинг
5622,8954,Lightning in a Bottle (2004),Documentary,Средний рейтинг
5623,8955,Undertow (2004),Crime|Drama|Thriller,Высокий рейтинг
5624,8957,Saw (2004),Horror|Mystery|Thriller,Средний рейтинг
5625,8958,Ray (2004),Drama,Средний рейтинг
5626,8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,Средний рейтинг
5627,8963,It's All About Love (2003),Drama|Romance|Sci-Fi|Thriller,Низкий рейтинг
5628,8964,Callas Forever (2002),Drama,Низкий рейтинг
5629,8965,"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy|IMAX,Средний рейтинг
5630,8966,Kinsey (2004),Drama,Средний рейтинг
5631,8968,After the Sunset (2004),Action|Adventure|Comedy|Crime|Thriller,Средний рейтинг
5632,8969,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance,Средний рейтинг
5633,8970,Finding Neverland (2004),Drama,Средний рейтинг
5634,8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,Средний рейтинг
5635,8973,Bad Education (La mala educación) (2004),Drama|Thriller,Средний рейтинг
5636,8974,"SpongeBob SquarePants Movie, The (2004)",Adventure|Animation|Children|Comedy,Средний рейтинг
5637,8977,Alexander (2004),Action|Adventure|Drama|War,Средний рейтинг
5638,8979,Guerrilla: The Taking of Patty Hearst (2004),Documentary,Высокий рейтинг
5639,8981,Closer (2004),Drama|Romance,Средний рейтинг
5640,8982,I Am David (2003),Drama,Средний рейтинг
5641,8983,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance,Средний рейтинг
5642,8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,Средний рейтинг
5643,8985,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller,Низкий рейтинг
5644,8986,"Bellboy, The (1960)",Comedy,Средний рейтинг
5645,8987,Bush's Brain (2004),Documentary,Средний рейтинг
5646,8988,Cinderfella (1960),Comedy,Средний рейтинг
5647,8989,Damn Yankees! (1958),Comedy|Musical,Средний рейтинг
5648,8998,That's Entertainment (1974),Documentary,Средний рейтинг
5649,8999,"That's Entertainment, Part II (1976)",Documentary,Средний рейтинг
5650,9000,That's Entertainment! III (1994),Documentary,Средний рейтинг
5651,9001,"Wackiest Ship in the Army, The (1960)",Comedy|War,Средний рейтинг
5652,9004,D.A.R.Y.L. (1985),Adventure|Children|Sci-Fi,Средний рейтинг
5653,9005,Fire in the Sky (1993),Drama|Mystery|Sci-Fi,Средний рейтинг
5654,9010,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance,Высокий рейтинг
5655,9012,Ruby Gentry (1952),Drama,Средний рейтинг
5656,9018,Control Room (2004),Documentary|War,Средний рейтинг
5657,25737,"Golem, The (Golem, wie er in die Welt kam, Der) (1920)",Fantasy|Horror,Низкий рейтинг
5658,25744,Haxan: Witchcraft Through the Ages (a.k.a. The Witches) (1922),Documentary|Horror,Высокий рейтинг
5659,25750,Sherlock Jr. (1924),Comedy|Fantasy|Romance,Высокий рейтинг
5660,25752,"Freshman, The (1925)",Comedy,Средний рейтинг
5661,25753,Greed (1924),Drama,Средний рейтинг
5662,25755,"Phantom of the Opera, The (1925)",Drama|Horror,Средний рейтинг
5663,25763,"Pandora's Box (Büchse der Pandora, Die) (1929)",Drama,Низкий рейтинг
5664,25764,"Cameraman, The (1928)",Comedy|Drama|Romance,Высокий рейтинг
5665,25769,"Steamboat Bill, Jr. (1928)",Comedy|Romance,Средний рейтинг
5666,25771,"Andalusian Dog, An (Chien andalou, Un) (1929)",Fantasy,Средний рейтинг
5667,25773,Little Caesar (1931),Crime|Drama,Средний рейтинг
5668,25774,"Golden Age, The (Âge d'Or, L') (1930)",Comedy|Drama|Romance,Средний рейтинг
5669,25777,Monkey Business (1931),Comedy,Средний рейтинг
5670,25788,Scarface (1932),Crime|Drama,Средний рейтинг
5671,25792,"I Was Born, But... (a.k.a. Children of Tokyo) (Otona no miru ehon - Umarete wa mita keredo) (1932)",Comedy|Drama,Средний рейтинг
5672,25795,Dinner at Eight (1933),Comedy|Drama|Romance,Средний рейтинг
5673,25801,She Done Him Wrong (1933),Comedy|Romance,Высокий рейтинг
5674,25805,"Atalante, L' (1934)",Comedy|Drama|Romance,Средний рейтинг
5675,25807,"Black Cat, The (1934)",Adventure|Crime|Horror|Thriller,Средний рейтинг
5676,25825,Fury (1936),Drama|Film-Noir,Средний рейтинг
5677,25826,Libeled Lady (1936),Comedy|Romance,Низкий рейтинг
5678,25827,Mr. Deeds Goes to Town (1936),Comedy|Romance,Средний рейтинг
5679,25828,"Petrified Forest, The (1936)",Crime|Drama|Romance,Средний рейтинг
5680,25839,Nothing Sacred (1937),Comedy|Drama|Romance,Средний рейтинг
5681,25841,Stage Door (1937),Drama,Средний рейтинг
5682,25842,Topper (1937),Comedy|Fantasy|Romance,Средний рейтинг
5683,25850,Holiday (1938),Comedy|Drama|Romance,Средний рейтинг
5684,25852,Gaslight (1940),Mystery|Thriller,Высокий рейтинг
5685,25856,Wuthering Heights (1939),Drama|Romance,Средний рейтинг
5686,25865,"Letter, The (1940)",Drama|Film-Noir,Средний рейтинг
5687,25868,Ball of Fire (1941),Comedy|Romance,Средний рейтинг
5688,25874,Never Give a Sucker an Even Break (1941),Comedy|Musical,Низкий рейтинг
5689,25882,"Hard Way, The (1943)",Drama,Высокий рейтинг
5690,25886,Random Harvest (1942),Drama|Romance,Средний рейтинг
5691,25891,Heaven Can Wait (1943),Comedy|Fantasy|Romance,Средний рейтинг
5692,25898,Day of Wrath (Vredens dag) (1943),Drama,Средний рейтинг
5693,25900,"Curse of the Cat People, The (1944)",Drama,Средний рейтинг
5694,25901,"Henry V (Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The) (1944)",Drama|War,Низкий рейтинг
5695,25904,Ministry of Fear (1944),Drama|Film-Noir|Thriller,Средний рейтинг
5696,25906,Mr. Skeffington (1944),Drama|Romance,Средний рейтинг
5697,25911,"Woman in the Window, The (1944)",Crime|Film-Noir|Thriller,Средний рейтинг
5698,25916,They Were Expendable (1945),Drama|War,Средний рейтинг
5699,25920,"Blue Dahlia, The (1946)",Crime|Drama|Film-Noir|Mystery|Thriller,Средний рейтинг
5700,25927,"Stranger, The (1946)",Drama|Film-Noir|Thriller,Рейтинг отсутствует
5701,25929,Nightmare Alley (1947),Drama|Film-Noir,Средний рейтинг
5702,25930,Odd Man Out (1947),Crime|Drama|Film-Noir|Thriller,Средний рейтинг
5703,25937,Easter Parade (1948),Musical|Romance,Средний рейтинг
5704,25940,"Lady from Shanghai, The (1947)",Drama|Film-Noir|Mystery,Средний рейтинг
5705,25941,Letter from an Unknown Woman (1948),Drama|Romance,Средний рейтинг
5706,25945,They Live by Night (1949),Crime|Film-Noir|Romance,Высокий рейтинг
5707,25947,Unfaithfully Yours (1948),Comedy,Высокий рейтинг
5708,25952,"Letter to Three Wives, A (1949)",Comedy|Drama,Высокий рейтинг
5709,25962,King Solomon's Mines (1950),Action|Adventure|Romance,Средний рейтинг
5710,25965,Summer Stock (1950),Comedy|Musical|Romance,Низкий рейтинг
5711,25971,Carrie (1952),Drama|Romance,Средний рейтинг
5712,25972,Clash by Night (1952),Drama|Film-Noir,Средний рейтинг
5713,25993,Magnificent Obsession (1954),Drama|Romance,Средний рейтинг
5714,25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi) (1954),Action|Adventure|Drama,Средний рейтинг
5715,25996,"Star Is Born, A (1954)",Drama|Musical,Высокий рейтинг
5716,25999,The Wild One (1953),Drama,Высокий рейтинг
5717,26003,Night and Fog (Nuit et brouillard) (1955),Crime|Documentary|War,Средний рейтинг
5718,26005,Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô) (1955),Action|Adventure|Drama,Средний рейтинг
5719,26007,"Unknown Soldier, The (Tuntematon sotilas) (1955)",Drama|War,Высокий рейтинг
5720,26009,"Burmese Harp, The (Biruma no tategoto) (1956)",Drama|War,Низкий рейтинг
5721,26010,Carousel (1956),Musical|Romance,Средний рейтинг
5722,26012,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima) (1956),Action|Adventure|Drama,Средний рейтинг
5723,26013,Rodan (Sora no daikaijû Radon) (1956),Adventure,Средний рейтинг
5724,26025,"Spirit of St. Louis, The (1957)",Adventure|Drama,Низкий рейтинг
5725,26052,Pickpocket (1959),Crime|Drama,Средний рейтинг
5726,26079,David and Lisa (1962),Drama,Средний рейтинг
5727,26082,Harakiri (Seppuku) (1962),Drama,Высокий рейтинг
5728,26084,"Music Man, The (1962)",Children|Comedy|Musical|Romance,Средний рейтинг
5729,26085,Mutiny on the Bounty (1962),Adventure|Drama|Romance,Средний рейтинг
5730,26086,"Occurrence at Owl Creek Bridge, An (La rivière du hibou) (1962)",Drama|War,Средний рейтинг
5731,26093,"Wonderful World of the Brothers Grimm, The (1962)",Adventure|Animation|Children|Comedy|Drama|Fantasy|Musical|Romance,Средний рейтинг
5732,26094,"Eclisse, L' (Eclipse) (1962)",Drama,Высокий рейтинг
5733,26111,Becket (1964),Drama,Средний рейтинг
5734,26116,"Hush... Hush, Sweet Charlotte (1964)",Horror|Thriller,Средний рейтинг
5735,26117,"Killers, The (1964)",Action|Crime|Drama|Film-Noir|Thriller,Средний рейтинг
5736,26122,Onibaba (1964),Drama|Horror|War,Средний рейтинг
5737,26125,"Spider Baby or, The Maddest Story Ever Told (Spider Baby) (1968)",Comedy|Horror,Средний рейтинг
5738,26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",Drama|War,Высокий рейтинг
5739,26133,"Charlie Brown Christmas, A (1965)",Animation|Children|Comedy,Средний рейтинг
5740,26147,"Thousand Clowns, A (1965)",Comedy|Drama|Romance,Высокий рейтинг
5741,26150,Andrei Rublev (Andrey Rublyov) (1969),Drama|War,Высокий рейтинг
5742,26151,Au Hasard Balthazar (1966),Crime|Drama,Высокий рейтинг
5743,26152,Batman (1966),Action|Adventure|Comedy,Средний рейтинг
5744,26157,Manos: The Hands of Fate (1966),Horror,Низкий рейтинг
5745,26160,Asterix and the Gauls (Astérix le Gaulois) (1967),Action|Adventure|Animation|Children|Comedy,Средний рейтинг
5746,26163,Don't Look Back (1967),Documentary|Musical,Средний рейтинг
5747,26164,Fando and Lis (Fando y Lis) (1968),Adventure|Fantasy,Средний рейтинг
5748,26171,Play Time (a.k.a. Playtime) (1967),Comedy,Средний рейтинг
5749,26172,Point Blank (1967),Action|Crime|Drama|Thriller,Средний рейтинг
5750,26176,Titicut Follies (1967),Documentary|Drama,Средний рейтинг
5751,26178,Two for the Road (1967),Comedy|Drama|Romance,Средний рейтинг
5752,26180,Up the Down Staircase (1967),Drama,Средний рейтинг
5753,26188,"Heart Is a Lonely Hunter, The (1968)",Drama,Низкий рейтинг
5754,26198,"Yours, Mine and Ours (1968)",Children|Comedy,Средний рейтинг
5755,26199,Alice's Restaurant (1969),Comedy|Drama,Средний рейтинг
5756,26208,My Night At Maud's (Ma Nuit Chez Maud) (1969),Comedy|Drama|Romance,Средний рейтинг
5757,26228,"Swedish Love Story, A (Kärlekshistoria, En) (1970)",Drama|Romance,Средний рейтинг
5758,26229,"Landlord, The (1970)",Comedy|Drama,Средний рейтинг
5759,26231,Performance (1970),Crime|Drama|Thriller,Средний рейтинг
5760,26241,The Devils (1971),Drama,Средний рейтинг
5761,26242,Duel (1971),Action|Mystery|Thriller,Средний рейтинг
5762,26251,Mon Oncle Antoine (1971),Drama,Средний рейтинг
5763,26258,"Topo, El (1970)",Fantasy|Western,Средний рейтинг
5764,26265,Dr. Phibes Rises Again (1972),Adventure|Comedy|Horror|Romance,Средний рейтинг
5765,26268,The Tall Blond Man with One Black Shoe (1972),Comedy|Mystery,Средний рейтинг
5766,26271,Lady Sings the Blues (1972),Drama|Musical,Средний рейтинг
5767,26294,My Name Is Nobody (Il Mio nome è Nessuno) (1973),Comedy|Western,Средний рейтинг
5768,26302,Scarecrow (1973),Drama,Средний рейтинг
5769,26303,Sisters (1973),Horror|Thriller,Средний рейтинг
5770,26313,California Split (1974),Comedy|Drama,Средний рейтинг
5771,26317,Emmanuelle (1974),Drama|Romance,Низкий рейтинг
5772,26318,"Phantom of Liberty, The (Fantôme de la liberté, Le) (1974)",Comedy|Drama,Высокий рейтинг
5773,26320,Flesh for Frankenstein (a.k.a. Andy Warhol's Frankenstein) (1973),Drama|Horror|Sci-Fi,Средний рейтинг
5774,26322,Gone in 60 Seconds (1974),Action|Crime|Drama,Средний рейтинг
5775,26323,"Groove Tube, The (1974)",Comedy,Высокий рейтинг
5776,26324,Harry and Tonto (1974),Comedy|Drama,Средний рейтинг
5777,26325,Hearts and Minds (1974),Documentary|War,Средний рейтинг
5778,26326,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama,Высокий рейтинг
5779,26338,Cousin cousine (1975),Comedy|Romance,Средний рейтинг
5780,26342,"Farewell, My Lovely (1975)",Crime|Mystery|Thriller,Средний рейтинг
5781,26346,"Story of Adele H., The (Histoire d'Adèle H., L') (1975)",Drama,Средний рейтинг
5782,26349,Night Moves (1975),Crime|Thriller,Средний рейтинг
5783,26350,"Passenger, The (Professione: reporter) (1975)",Drama,Высокий рейтинг
5784,26366,Harlan County U.S.A. (1976),Documentary,Средний рейтинг
5785,26371,The Missouri Breaks (1976),Drama|Western,Средний рейтинг
5786,26375,Silver Streak (1976),Action|Comedy|Crime,Средний рейтинг
5787,26386,High Anxiety (1977),Comedy|Thriller,Средний рейтинг
5788,26391,"New York, New York (1977)",Drama|Musical|Romance,Низкий рейтинг
5789,26393,Sorcerer (1977),Action|Thriller,Средний рейтинг
5790,26394,"Turning Point, The (1977)",Drama|Romance,Средний рейтинг
5791,26400,Gates of Heaven (1978),Documentary,Высокий рейтинг
5792,26403,"Hobbit, The (1977)",Animation|Children|Fantasy,Средний рейтинг
5793,26404,In Praise of Older Women (1978),Drama,Средний рейтинг
5794,26409,"Clonus Horror, The (1979)",Horror|Sci-Fi,Низкий рейтинг
5795,26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978),Action|Comedy,Средний рейтинг
5796,26414,"Wedding, A (1978)",Comedy|Drama,Средний рейтинг
5797,26422,Hair (1979),Comedy|Drama|Musical,Высокий рейтинг
5798,26425,"In-Laws, The (1979)",Action|Comedy,Средний рейтинг
5799,26430,"Luna, La (1979)",Drama,Низкий рейтинг
5800,26435,Starting Over (1979),Comedy|Romance,Средний рейтинг
5801,26462,Bad Boys (1983),Crime|Drama|Thriller,Средний рейтинг
5802,26464,Blue Thunder (1983),Action|Crime|Drama,Средний рейтинг
5803,26467,"Day After, The (1983)",Drama|Sci-Fi,Низкий рейтинг
5804,26471,Eddie Murphy Delirious (1983),Comedy|Documentary,Низкий рейтинг
5805,26472,"Norte, El (1984)",Adventure|Drama,Средний рейтинг
5806,26480,"Raiders of Atlantis, The (1983)",Action|Mystery|Sci-Fi,Средний рейтинг
5807,26485,Rumble Fish (1983),Drama,Низкий рейтинг
5808,26487,Star 80 (1983),Drama,Низкий рейтинг
5809,26492,Twilight Zone: The Movie (1983),Fantasy|Horror|Sci-Fi|Thriller,Средний рейтинг
5810,26494,Suburbia (1984),Drama,Средний рейтинг
5811,26501,Choose Me (1984),Comedy|Romance,Высокий рейтинг
5812,26505,Comfort and Joy (1984),Comedy,Высокий рейтинг
5813,26509,Electric Dreams (1984),Comedy|Drama|Romance|Sci-Fi,Высокий рейтинг
5814,26513,"Ice Pirates, The (1984)",Action|Adventure|Comedy|Sci-Fi,Средний рейтинг
5815,26524,"Times of Harvey Milk, The (1984)",Documentary,Высокий рейтинг
5816,26528,Anne of Green Gables (1985),Children|Drama,Средний рейтинг
5817,26547,Police Story (Ging chaat goo si) (1985),Action|Comedy|Crime|Thriller,Средний рейтинг
5818,26554,"Quiet Earth, The (1985)",Drama|Mystery|Sci-Fi,Высокий рейтинг
5819,26555,Spies Like Us (1985),Comedy,Средний рейтинг
5820,26562,White Nights (1985),Drama,Средний рейтинг
5821,26564,'Round Midnight (1986),Drama|Musical,Средний рейтинг
5822,26574,Ginger and Fred (Ginger e Fred) (1986),Comedy|Drama,Средний рейтинг
5823,26578,"Sacrifice, The (Offret - Sacraficatio) (1986)",Drama,Высокий рейтинг
5824,26581,Sherman's March (1985),Documentary,Низкий рейтинг
5825,26585,"Better Tomorrow, A (Ying hung boon sik) (1986)",Crime|Drama|Thriller,Средний рейтинг
5826,26587,"Decalogue, The (Dekalog) (1989)",Crime|Drama|Romance,Высокий рейтинг
5827,26599,"Law of Desire (Ley del deseo, La) (1987)",Comedy|Drama|Romance,Высокий рейтинг
5828,26603,Prince of Darkness (1987),Fantasy|Horror|Sci-Fi|Thriller,Средний рейтинг
5829,26606,"Chinese Ghost Story, A (Sinnui yauwan) (1987)",Action|Fantasy|Horror|Romance,Высокий рейтинг
5830,26614,"Bourne Identity, The (1988)",Action|Adventure|Drama|Mystery|Thriller,Средний рейтинг
5831,26622,Dominick and Eugene (1988),Drama,Средний рейтинг
5832,26631,Alice (Neco z Alenky) (1988),Animation|Fantasy|Mystery,Средний рейтинг
5833,26649,Lonesome Dove (1989),Adventure|Drama|Western,Средний рейтинг
5834,26655,Common Threads: Stories from the Quilt (1989),Documentary,Высокий рейтинг
5835,26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy,Средний рейтинг
5836,26663,Monsieur Hire (1989),Crime|Romance|Thriller,Средний рейтинг
5837,26680,Cry-Baby (1990),Comedy|Musical|Romance,Средний рейтинг
5838,26684,Frankenhooker (1990),Comedy|Horror,Средний рейтинг
5839,26686,Ghost Dad (1990),Comedy|Fantasy,Средний рейтинг
5840,26689,Havana (1990),Drama,Низкий рейтинг
5841,26693,It (1990),Drama|Fantasy|Horror|Mystery|Thriller,Средний рейтинг
5842,26694,Ju Dou (1990),Drama,Средний рейтинг
5843,26695,"Krays, The (1990)",Drama,Средний рейтинг
5844,26700,Nuns on the Run (1990),Comedy|Crime,Низкий рейтинг
5845,26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller,Средний рейтинг
5846,26702,"Reflecting Skin, The (1990)",Drama|Horror|Thriller,Средний рейтинг
5847,26704,State of Grace (1990),Crime|Drama|Thriller,Средний рейтинг
5848,26712,35 Up (1991),Documentary,Высокий рейтинг
5849,26726,Dutch (1991),Comedy,Средний рейтинг
5850,26729,Hearts of Darkness: A Filmmakers Apocalypse (1991),Documentary,Высокий рейтинг
5851,26731,Homicide (1991),Crime|Drama|Thriller,Средний рейтинг
5852,26732,Johnny Stecchino (1991),Comedy,Средний рейтинг
5853,26736,Riki-Oh: The Story of Ricky (Lik Wong) (1991),Action|Crime|Thriller,Средний рейтинг
5854,26737,Light Sleeper (1992),Crime|Drama,Средний рейтинг
5855,26749,Prospero's Books (1991),Drama|Fantasy,Высокий рейтинг
5856,26750,Quigley Down Under (1990),Adventure|Drama|Western,Средний рейтинг
5857,26775,Johnny Suede (1991),Comedy|Musical|Romance,Низкий рейтинг
5858,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),Adventure|Animation|Comedy|Fantasy|Romance,Средний рейтинг
5859,26782,"Mambo Kings, The (1992)",Drama|Musical,Средний рейтинг
5860,26784,Night and the City (1992),Crime|Drama,Средний рейтинг
5861,26788,"Story of Qiu Ju, The (Qiu Ju da guan si) (1992)",Comedy|Drama,Средний рейтинг
5862,26791,Shining Through (1992),Drama|Romance|Thriller|War,Высокий рейтинг
5863,26797,Visions of Light: The Art of Cinematography (1992),Documentary,Высокий рейтинг
5864,26809,"Baby of Mâcon, The (a.k.a. The Baby of Macon) (1993)",Drama,Высокий рейтинг
5865,26810,Bad Boy Bubby (1993),Drama,Средний рейтинг
5866,26812,Barbarians at the Gate (1993),Drama,Средний рейтинг
5867,26819,Fortress (1992),Action|Sci-Fi,Средний рейтинг
5868,26835,"Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom, The (1993)",Comedy|Thriller,Средний рейтинг
5869,26838,"Snapper, The (1993)",Comedy|Drama,Средний рейтинг
5870,26840,Sonatine (Sonachine) (1993),Action|Comedy|Crime|Drama,Средний рейтинг
5871,26842,Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng) (1993),Action|Adventure|Comedy|Drama,Средний рейтинг
5872,26843,Three of Hearts (1993),Comedy|Romance,Высокий рейтинг
5873,26850,71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls) (1994),Drama,Средний рейтинг
5874,26854,"Darkman II: Return of Durant, The (1995)",Action|Crime|Horror,Средний рейтинг
5875,26865,Fist of Legend (Jing wu ying xiong) (1994),Action|Drama,Высокий рейтинг
5876,26870,Major League II (1994),Comedy,Низкий рейтинг
5877,26886,"Defender, The (a.k.a. Bodyguard from Beijing, The) (Zhong Nan Hai bao biao) (1994)",Action,Средний рейтинг
5878,26903,Whisper of the Heart (Mimi wo sumaseba) (1995),Animation|Drama|Romance,Средний рейтинг
5879,26915,Tromeo and Juliet (1996),Comedy|Drama,Высокий рейтинг
5880,26947,Pusher (1996),Crime|Thriller,Высокий рейтинг
5881,26974,Gummo (1997),Drama,Высокий рейтинг
5882,26999,"Lion King II: Simba's Pride, The (1998)",Adventure|Animation|Children|Musical|Romance,Низкий рейтинг
5883,27002,From the Earth to the Moon (1998),Action|Documentary|Drama|Thriller,Средний рейтинг
5884,27005,"Interview, The (1998)",Crime|Drama|Mystery|Thriller,Средний рейтинг
5885,27020,Gia (1998),Drama|Romance,Средний рейтинг
5886,27022,Thursday (1998),Action|Crime|Thriller,Высокий рейтинг
5887,27032,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller,Низкий рейтинг
5888,27075,Addams Family Reunion (1998),Children|Comedy|Fantasy,Средний рейтинг
5889,27109,Lady Snowblood (Shurayukihime) (1973),Action|Crime|Drama|Thriller,Средний рейтинг
5890,27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi,Высокий рейтинг
5891,27178,In July (Im Juli) (2000),Comedy|Romance,Средний рейтинг
5892,27186,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),Adventure|Animation|Children|Fantasy,Высокий рейтинг
5893,27193,Taxi 2 (2000),Action|Comedy,Низкий рейтинг
5894,27251,"10th Kingdom, The (2000)",Adventure|Comedy|Fantasy,Средний рейтинг
5895,27253,"Extremely Goofy Movie, An (2000)",Animation|Children|Comedy,Средний рейтинг
5896,27255,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",Drama,Средний рейтинг
5897,27266,2046 (2004),Drama|Fantasy|Romance|Sci-Fi,Средний рейтинг
5898,27317,Audition (Ôdishon) (1999),Drama|Horror|Mystery|Romance|Thriller,Средний рейтинг
5899,27322,Paragraph 175 (2000),Documentary,Средний рейтинг
5900,27329,Paradise Lost 2: Revelations (2000),Documentary,Средний рейтинг
5901,27334,Sound and Fury (2000),Documentary,Средний рейтинг
5902,27338,The Hole (2001),Drama|Horror|Mystery|Thriller,Средний рейтинг
5903,27351,Spiral (2000),Horror,Низкий рейтинг
5904,27369,Daria: Is It Fall Yet? (2000),Animation|Comedy,Средний рейтинг
5905,27373,61* (2001),Drama,Средний рейтинг
5906,27376,"Tunnel, The (Tunnel, Der) (2001)",Action|Drama|Thriller,Низкий рейтинг
5907,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War,Средний рейтинг
5908,27410,Conspiracy (2001),Drama|War,Средний рейтинг
5909,27416,Jalla! Jalla! (2000),Comedy|Drama|Romance,Средний рейтинг
5910,27423,"O Auto da Compadecida (Dog's Will, A) (2000)",Adventure|Comedy,Средний рейтинг
5911,27441,Blood: The Last Vampire (2000),Action|Animation|Horror,Средний рейтинг
5912,27478,Ali G Indahouse (2002),Comedy,Средний рейтинг
5913,27482,Cube 2: Hypercube (2002),Horror|Mystery|Sci-Fi,Низкий рейтинг
5914,27523,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance,Высокий рейтинг
5915,27544,Waterboys (2001),Comedy,Средний рейтинг
5916,27555,Fubar (2002),Comedy,Средний рейтинг
5917,27592,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama,Высокий рейтинг
5918,27604,Suicide Club (Jisatsu saakuru) (2001),Horror|Mystery|Thriller,Средний рейтинг
5919,27611,Battlestar Galactica (2003),Drama|Sci-Fi|War,Средний рейтинг
5920,27646,Soldier's Girl (2003),Drama,Высокий рейтинг
5921,27648,Bright Young Things (2003),Comedy|Drama,Низкий рейтинг
5922,27660,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,Средний рейтинг
5923,27664,"Brown Bunny, The (2003)",Drama,Высокий рейтинг
5924,27674,11:14 (2003),Comedy|Crime|Drama|Mystery|Thriller,Средний рейтинг
5925,27685,Bring It On Again (2004),Comedy,Низкий рейтинг
5926,27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",Action|Crime|Thriller,Низкий рейтинг
5927,27700,Evil (Ondskan) (2003),Drama,Высокий рейтинг
